,park_name,scientific_name,common_names,category,observations,genus,conservation_status
291,Bryce National Park,Antennaria argentea,Silver Pussytoes,Vascular Plant,84,Antennaria,
292,Bryce National Park,Antennaria aromatica,Scented Pussytoes,Vascular Plant,74,Antennaria,
293,Bryce National Park,Antennaria corymbosa,Flattop Pussytoes,Vascular Plant,110,Antennaria,
294,Bryce National Park,Antennaria dimorpha,Low Everlasting,Vascular Plant,95,Antennaria,
295,Bryce National Park,Antennaria flagellaris,Stoloniferous Pussy-Toes,Vascular Plant,92,Antennaria,
296,Bryce National Park,Antennaria lanata,Woolly Pussytoes,Vascular Plant,99,Antennaria,
297,Bryce National Park,Antennaria luzuloides,Rush Pussytoes,Vascular Plant,104,Antennaria,
298,Bryce National Park,Antennaria media,Rocky Mountain Pussytoes,Vascular Plant,139,Antennaria,Species of Concern
299,Bryce National Park,Antennaria microphylla,Littleleaf Pussytoes,Vascular Plant,103,Antennaria,
300,Bryce National Park,Antennaria neglecta,Field Pussy Toes,Vascular Plant,113,Antennaria,
301,Bryce National Park,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,Vascular Plant,68,Antennaria,
302,Bryce National Park,Antennaria parvifolia,Smallleaf Pussytoes,Vascular Plant,98,Antennaria,
303,Bryce National Park,Antennaria plantaginifolia,Plantain-Leaf Pussytoes,Vascular Plant,131,Antennaria,
304,Bryce National Park,Antennaria pulcherrima,Showy Pussytoes,Vascular Plant,99,Antennaria,
305,Bryce National Park,Antennaria racemosa,Raceme Pussytoes,Vascular Plant,83,Antennaria,
306,Bryce National Park,Antennaria rosea,Rosy Pussytoes,Vascular Plant,109,Antennaria,
307,Bryce National Park,Antennaria rosea ssp. confinis,Rosy Pussytoes,Vascular Plant,93,Antennaria,
308,Bryce National Park,Antennaria solitaria,Single-Head Pussytoes,Vascular Plant,123,Antennaria,
309,Bryce National Park,Antennaria umbrinella,Brown Everlasting,Vascular Plant,100,Antennaria,
310,Bryce National Park,Anthemis arvensis,Corn Camomile,Vascular Plant,98,Anthemis,Species of Concern
311,Bryce National Park,Anthemis cotula,Chamomile,Vascular Plant,206,Anthemis,
312,Bryce National Park,Anthemis cotula,Mayweed,Vascular Plant,206,Anthemis,
313,Bryce National Park,Anthemis tinctoria,Golden Chamomile,Vascular Plant,116,Anthemis,
314,Bryce National Park,Anthoxanthum odoratum,Sweet Vernal Grass,Vascular Plant,116,Anthoxanthum,
315,Bryce National Park,Anthriscus caucalis,Bur Chervil,Vascular Plant,100,Anthriscus,Species of Concern
316,Bryce National Park,Anthus rubescens,American Pipit,Bird,213,Anthus,
317,Bryce National Park,Anthus rubescens,Water Pipit,Bird,213,Anthus,
318,Bryce National Park,Anthus spinoletta,Water Pipit,Bird,93,Anthus,
319,Bryce National Park,Antilocapra americana,Antelope,Mammal,98,Antilocapra,
320,Bryce National Park,Antrozous pallidus,Pallid Bat,Mammal,67,Antrozous,
321,Bryce National Park,Apalone spinifera spinifera,Eastern Spiny Softshell,Reptile,84,Apalone,
322,Bryce National Park,Apera interrupta,Dense Silkybent,Vascular Plant,93,Apera,
323,Bryce National Park,Aphanes microcarpa,Alchemilla,Vascular Plant,86,Aphanes,
324,Bryce National Park,Aphanorrhegma serratum,Serrate Aphanorrhegma Moss,Nonvascular Plant,94,Aphanorrhegma,
325,Bryce National Park,Aphelocoma californica,Western Scrub-Jay,Bird,73,Aphelocoma,
326,Bryce National Park,Apios americana,American Groundnut,Vascular Plant,93,Apios,
327,Bryce National Park,Aplectrum hyemale,Adam-And-Eve Orchid,Vascular Plant,109,Aplectrum,
328,Bryce National Park,Aplodinotus grunniens,Freshwater Drum,Fish,109,Aplodinotus,
329,Bryce National Park,Aplodontia rufa californica,Sierra Nevada Mountain Beaver,Mammal,78,Aplodontia,
330,Bryce National Park,Apocynum androsaemifolium,Bitterroot,Vascular Plant,175,Apocynum,
331,Bryce National Park,Apocynum androsaemifolium,Spreading Dogbane,Vascular Plant,175,Apocynum,Species of Concern
332,Bryce National Park,Apocynum cannabinum,Clasping-Leaf Dogbane,Vascular Plant,202,Apocynum,Species of Concern
333,Bryce National Park,Apocynum cannabinum,Common Dogbane,Vascular Plant,202,Apocynum,
334,Bryce National Park,Apocynum cannabinum var. cannabinum,Indian Hemp,Vascular Plant,115,Apocynum,
335,Bryce National Park,Apometzgeria pubescens,Apometzgeria,Nonvascular Plant,95,Apometzgeria,
336,Bryce National Park,Aquila chrysaetos,Golden Eagle,Bird,101,Aquila,
337,Bryce National Park,Aquilegia canadensis,Columbine,Vascular Plant,95,Aquilegia,Species of Concern
338,Bryce National Park,Aquilegia coerulea,Colorado Blue Columbine,Vascular Plant,134,Aquilegia,Species of Concern
339,Bryce National Park,Aquilegia flavescens,Yellow Columbine,Vascular Plant,102,Aquilegia,
340,Bryce National Park,Aquilegia formosa,Crimson Columbine,Vascular Plant,112,Aquilegia,Species of Concern
341,Bryce National Park,Aquilegia pubescens,Sierra Columbine,Vascular Plant,120,Aquilegia,
342,Bryce National Park,Aquilegia vulgaris,European Columbine,Vascular Plant,127,Aquilegia,
343,Bryce National Park,Arabidopsis thaliana,Mouse-Ear Cress,Vascular Plant,204,Arabidopsis,Endangered
344,Bryce National Park,Arabidopsis thaliana,Mouseear Cress,Vascular Plant,204,Arabidopsis,Species of Concern
345,Bryce National Park,Arabis X divaricarpa,Spreading Rockcress,Vascular Plant,80,Arabis,
346,Bryce National Park,Arabis canadensis,Sicklepod,Vascular Plant,126,Arabis,Species of Concern
347,Bryce National Park,Arabis davidsonii,Davidson's Rockcress,Vascular Plant,103,Arabis,
348,Bryce National Park,Arabis drummondii,Canadian Rockcress,Vascular Plant,110,Arabis,
349,Bryce National Park,Arabis glabra var. glabra,Rock Cress,Vascular Plant,89,Arabis,
350,Bryce National Park,Arabis hirsuta var. glabrata,Mountain Rockcress,Vascular Plant,80,Arabis,
351,Bryce National Park,Arabis hirsuta var. pycnocarpa,Creamflower Rockcress,Vascular Plant,71,Arabis,
352,Bryce National Park,Arabis holboellii var. pendulocarpa,Dropseed Rockcress,Vascular Plant,116,Arabis,Species of Concern
353,Bryce National Park,Arabis holboellii var. pinetorum,Holboell's Rockcress,Vascular Plant,135,Arabis,Species of Concern
354,Bryce National Park,Arabis holboellii var. retrofracta,A Holboell Rock-Cress,Vascular Plant,98,Arabis,
355,Bryce National Park,Arabis inyoensis,Inyo Rockcress,Vascular Plant,99,Arabis,
356,Bryce National Park,Arabis laevigata,Smooth Rockcress,Vascular Plant,105,Arabis,
357,Bryce National Park,Arabis laevigata var. burkii,Burk's Rockcress,Vascular Plant,78,Arabis,
358,Bryce National Park,Arabis laevigata var. laevigata,Smooth Rockcress,Vascular Plant,99,Arabis,
359,Bryce National Park,Arabis lemmonii var. depauperata,Soldier Rockcress,Vascular Plant,102,Arabis,
360,Bryce National Park,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,Vascular Plant,68,Arabis,Species of Concern
361,Bryce National Park,Arabis lyallii var. lyallii,Lyall's Rockcress,Vascular Plant,61,Arabis,
362,Bryce National Park,Arabis lyallii var. nubigena,Lyall's Rockcress,Vascular Plant,109,Arabis,
363,Bryce National Park,Arabis lyrata,Lyre-Leaf Rockcress,Vascular Plant,81,Arabis,
364,Bryce National Park,Arabis patens,Spreading Rockcress,Vascular Plant,117,Arabis,
365,Bryce National Park,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,Vascular Plant,95,Arabis,
366,Bryce National Park,Arabis platysperma var. platysperma,Pioneer Rockcress,Vascular Plant,84,Arabis,
367,Bryce National Park,Arabis rectissima var. rectissima,Bristlyleaf Rockcress,Vascular Plant,73,Arabis,
368,Bryce National Park,Arabis repanda var. greenei,Greene's Rockcress,Vascular Plant,132,Arabis,
369,Bryce National Park,Arabis repanda var. repanda,Yosemite Rockcress,Vascular Plant,89,Arabis,
370,Bryce National Park,Arabis sparsiflora var. arcuata,Elegant Rockcress,Vascular Plant,95,Arabis,
371,Bryce National Park,Aralia californica,California Spikenard,Vascular Plant,44,Aralia,
372,Bryce National Park,Aralia nudicaulis,Wild Sarsaparilla,Vascular Plant,102,Aralia,
373,Bryce National Park,Aralia racemosa,American Spikenard,Vascular Plant,120,Aralia,
374,Bryce National Park,Aralia spinosa,Devil's Walking Stick,Vascular Plant,90,Aralia,
375,Bryce National Park,Arceuthobium abietinum,Fir Dwarf Mistletoe,Vascular Plant,120,Arceuthobium,
376,Bryce National Park,Arceuthobium americanum,American Dwarf Mistletoe,Vascular Plant,96,Arceuthobium,
377,Bryce National Park,Arceuthobium californicum,Sugar Pine Dwarf Mistletoe,Vascular Plant,121,Arceuthobium,
378,Bryce National Park,Arceuthobium campylopodum,Western Dwarf Mistletoe,Vascular Plant,106,Arceuthobium,
379,Bryce National Park,Arceuthobium cyanocarpum,Limber Pine Dwarf Mistletoe,Vascular Plant,126,Arceuthobium,
380,Bryce National Park,Arceuthobium occidentale,Digger Pine Dwarf Mistletoe,Vascular Plant,136,Arceuthobium,
381,Bryce National Park,Archilochus alexandri,Black-Chinned Hummingbird,Bird,70,Archilochus,Species of Concern
382,Bryce National Park,Archilochus colubris,Ruby-Throated Hummingbird,Bird,143,Archilochus,Species of Concern
383,Bryce National Park,Arctium lappa,Great Burdock,Vascular Plant,85,Arctium,
384,Bryce National Park,Arctium minus,Beggar's Button,Vascular Plant,208,Arctium,
385,Bryce National Park,Arctium minus,Lesser Burdock,Vascular Plant,208,Arctium,
386,Bryce National Park,Arctoa fulvella,Arctoa Moss,Nonvascular Plant,131,Arctoa,
387,Bryce National Park,Arctostaphylos nevadensis,Pinemat Manzanita,Vascular Plant,92,Arctostaphylos,
388,Bryce National Park,Arctostaphylos uva-ursi,Bearberry,Vascular Plant,123,Arctostaphylos,
389,Bryce National Park,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,Vascular Plant,109,Arctostaphylos,
390,Bryce National Park,Arctostaphylos viscida ssp. viscida,Sticky Whiteleaf Manzanita,Vascular Plant,116,Arctostaphylos,
391,Bryce National Park,Ardea alba,Great Egret,Bird,67,Ardea,
392,Bryce National Park,Ardea albus,Great Egret,Bird,129,Ardea,
393,Bryce National Park,Ardea herodias,Great Blue Heron,Bird,100,Ardea,
394,Bryce National Park,Arenaria aculeata,Prickly Sandwort,Vascular Plant,121,Arenaria,
395,Bryce National Park,Arenaria congesta var. subcongesta,Ballhead Sandwort,Vascular Plant,103,Arenaria,
396,Bryce National Park,Arenaria congesta var. suffrutescens,Suffrutescent Sandwort,Vascular Plant,83,Arenaria,
397,Bryce National Park,Arenaria interpres,Ruddy Turnstone,Bird,94,Arenaria,
398,Bryce National Park,Arenaria serpyllifolia,Thyme-Leaf Sandwort,Vascular Plant,133,Arenaria,
399,Bryce National Park,Arenaria serpyllifolia,Thymeleaf Sandwort,Vascular Plant,133,Arenaria,
400,Bryce National Park,Argentina anserina,Silverweed,Vascular Plant,100,Argentina,
401,Bryce National Park,Arisaema dracontium,Green Dragon,Vascular Plant,94,Arisaema,
402,Bryce National Park,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,Vascular Plant,115,Arisaema,
403,Bryce National Park,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,Vascular Plant,77,Arisaema,
404,Bryce National Park,Aristida dichotoma var. dichotoma,Churchmouse Threeawn,Vascular Plant,98,Aristida,
405,Bryce National Park,Aristida divaricata,Poverty Threeawn,Vascular Plant,111,Aristida,
406,Bryce National Park,Aristida oligantha,Prairie Threeawn,Vascular Plant,123,Aristida,
407,Bryce National Park,Aristida purpurascens,Purple Triple-Awned Grass,Vascular Plant,65,Aristida,
408,Bryce National Park,Aristida purpurea var. longiseta,Fendler Threeawn,Vascular Plant,127,Aristida,
409,Bryce National Park,Aristolochia macrophylla,Dutchman's Pipe,Vascular Plant,125,Aristolochia,
410,Bryce National Park,Aristolochia serpentaria,Snakeroot,Vascular Plant,82,Aristolochia,
411,Bryce National Park,Arnica amplexicaulis,Clasping Arnica,Vascular Plant,95,Arnica,
412,Bryce National Park,Arnica chamissonis ssp. foliosa,Chamisso Arnica,Vascular Plant,148,Arnica,
413,Bryce National Park,Arnica cordifolia,Heartleaf Arnica,Vascular Plant,68,Arnica,
414,Bryce National Park,Arnica discoidea,Rayless Arnica,Vascular Plant,121,Arnica,
415,Bryce National Park,Arnica fulgens,Foothill Arnica,Vascular Plant,61,Arnica,
416,Bryce National Park,Arnica latifolia,Broadleaf Arnica,Vascular Plant,109,Arnica,
417,Bryce National Park,Arnica longifolia,Longleaf Arnica,Vascular Plant,90,Arnica,
418,Bryce National Park,Arnica mollis,Hairy Arnica,Vascular Plant,115,Arnica,
419,Bryce National Park,Arnica nevadensis,Nevada Arnica,Vascular Plant,90,Arnica,
420,Bryce National Park,Arnica parryi,Nodding Arnica,Vascular Plant,106,Arnica,
421,Bryce National Park,Arnica parryi ssp. sonnei,Sonne's Arnica,Vascular Plant,92,Arnica,
422,Bryce National Park,Arnica rydbergii,Rydberg's Arnica,Vascular Plant,129,Arnica,
423,Bryce National Park,Arnica sororia,Twin Arnica,Vascular Plant,88,Arnica,
424,Bryce National Park,Arnoglossum atriplicifolium,Armoglossum,Vascular Plant,88,Arnoglossum,
425,Bryce National Park,Arnoglossum muehlenbergii,Great Indian-Plantain,Vascular Plant,74,Arnoglossum,
426,Bryce National Park,Aronia X prunifolia,Purple Chokeberry Hybrid,Vascular Plant,100,Aronia,
427,Bryce National Park,Aronia arbutifolia,Hairy Chokeberry,Vascular Plant,110,Aronia,
428,Bryce National Park,Aronia melanocarpa,Black Chokeberry,Vascular Plant,119,Aronia,
429,Bryce National Park,Arrhenatherum elatius,Tall Oatgrass,Vascular Plant,90,Arrhenatherum,
430,Bryce National Park,Arrhenatherum elatius var. elatius,Tall Oatgrass,Vascular Plant,115,Arrhenatherum,
431,Bryce National Park,Artemisia abrotanum,Southernwood,Vascular Plant,113,Artemisia,Species of Concern
432,Bryce National Park,Artemisia absinthium,Absinth Sagewort,Vascular Plant,89,Artemisia,
433,Bryce National Park,Artemisia arbuscula ssp. arbuscula,Gray Low Sagebrush,Vascular Plant,110,Artemisia,
434,Bryce National Park,Artemisia biennis var. biennis,Biennial Wormwood,Vascular Plant,50,Artemisia,
435,Bryce National Park,Artemisia cana ssp. bolanderi,Bolander's Silver Sagebrush,Vascular Plant,144,Artemisia,
436,Bryce National Park,Artemisia douglasiana,Douglas' Mugwort,Vascular Plant,85,Artemisia,
437,Bryce National Park,Artemisia dracunculus,False Tarragon,Vascular Plant,101,Artemisia,
438,Bryce National Park,Artemisia frigida,Fringed Sagebrush,Vascular Plant,105,Artemisia,
439,Bryce National Park,Artemisia ludoviciana ssp. incompta,Columbia River Wormwood,Vascular Plant,97,Artemisia,Species of Concern
440,Bryce National Park,Artemisia ludoviciana ssp. mexicana,White Sage,Vascular Plant,74,Artemisia,
441,Bryce National Park,Artemisia michauxiana,Michaux's Sagebrush,Vascular Plant,116,Artemisia,
442,Bryce National Park,Artemisia norvegica ssp. saxatilis,Boreal Sagebrush,Vascular Plant,121,Artemisia,
443,Bryce National Park,Artemisia nova,Black Sagebrush,Vascular Plant,60,Artemisia,
444,Bryce National Park,Artemisia rothrockii,Timberline Sagebrush,Vascular Plant,88,Artemisia,
445,Bryce National Park,Artemisia scopulorum,Alpine Sagebrush,Vascular Plant,100,Artemisia,
446,Bryce National Park,Artemisia spiciformis,Big Sagebrush,Vascular Plant,96,Artemisia,
447,Bryce National Park,Artemisia tridentata ssp. tridentata,Basin Big Sagebrush,Vascular Plant,93,Artemisia,
448,Bryce National Park,Artemisia tridentata ssp. vaseyana,Big Sagebrush,Vascular Plant,104,Artemisia,
449,Bryce National Park,Artemisia tridentata var. tridentata,Basin Sagebrush,Vascular Plant,88,Artemisia,
450,Bryce National Park,Artemisia vulgaris,Common Mugwort,Vascular Plant,122,Artemisia,
451,Bryce National Park,Artemisiospiza belli,Sage Sparrow,Bird,96,Artemisiospiza,
452,Bryce National Park,Artemisiospiza nevadensis,Sagebrush Sparrow,Bird,104,Artemisiospiza,
453,Bryce National Park,Arthraxon hispidus,Arthraxon Grass,Vascular Plant,88,Arthraxon,
454,Bryce National Park,Aruncus dioicus,Common Goatsbeard,Vascular Plant,116,Aruncus,
455,Bryce National Park,Arundinaria gigantea ssp. gigantea,Giant Cane,Vascular Plant,84,Arundinaria,
456,Bryce National Park,Arundo donax,Giantreed,Vascular Plant,60,Arundo,
457,Bryce National Park,Asarum canadense,Wild Ginger,Vascular Plant,102,Asarum,
458,Bryce National Park,Asarum hartwegii,Hartweg's Wildginger,Vascular Plant,78,Asarum,
459,Bryce National Park,Asarum lemmonii,Lemmon's Wildginger,Vascular Plant,80,Asarum,
460,Bryce National Park,Asclepias amplexicaulis,Blunt-Leaved Milkweed,Vascular Plant,80,Asclepias,
461,Bryce National Park,Asclepias californica,California Milkweed,Vascular Plant,139,Asclepias,
462,Bryce National Park,Asclepias cordifolia,Heartleaf Milkweed,Vascular Plant,86,Asclepias,
463,Bryce National Park,Asclepias exaltata,Poke Milkweed,Vascular Plant,83,Asclepias,
464,Bryce National Park,Asclepias fascicularis,Mexican Whorled Milkweed,Vascular Plant,104,Asclepias,
465,Bryce National Park,Asclepias incarnata ssp. incarnata,Swamp Milkweed,Vascular Plant,111,Asclepias,
466,Bryce National Park,Asclepias incarnata ssp. pulchra,Swamp Milkweed,Vascular Plant,87,Asclepias,
467,Bryce National Park,Asclepias quadrifolia,Four-Leaved Milkweed,Vascular Plant,81,Asclepias,
468,Bryce National Park,Asclepias speciosa,Showy Milkweed,Vascular Plant,93,Asclepias,
469,Bryce National Park,Asclepias syriaca,Common Milkweed,Vascular Plant,106,Asclepias,
470,Bryce National Park,Asclepias tuberosa,Butterfly-Weed,Vascular Plant,102,Asclepias,
471,Bryce National Park,Asclepias variegata,White Milkweed,Vascular Plant,91,Asclepias,
472,Bryce National Park,Asclepias verticillata,Whorled Milkweed,Vascular Plant,109,Asclepias,
473,Bryce National Park,Asimina triloba,Pawpaw,Vascular Plant,92,Asimina,
474,Bryce National Park,Asio flammeus,Short-Eared Owl,Bird,82,Asio,
475,Bryce National Park,Asio otus,Long-Eared Owl,Bird,94,Asio,
476,Bryce National Park,Asparagus officinalis,Asparagus,Vascular Plant,202,Asparagus,
477,Bryce National Park,Asparagus officinalis,Garden Asparagus-Fern,Vascular Plant,202,Asparagus,
478,Bryce National Park,Asperugo procumbens,German Mugwort,Vascular Plant,119,Asperugo,
479,Bryce National Park,Aspidoscelis tigris munda,California (Western) Whiptail,Reptile,83,Aspidoscelis,
480,Bryce National Park,Aspidotis californica,California Lacefern,Vascular Plant,98,Aspidotis,
481,Bryce National Park,Aspidotis densa,Indian's Dream,Vascular Plant,133,Aspidotis,
